Year,Category,Award,Medalist,Country,Entry,Points,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2022,---,🥉 Bronze,Sent Om Cider,Sweden,Brut 2020,---,"<a href=""https://www.sentomcider.com/"">Website</a>",,"<a href=""https://www.instagram.com/sentomcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/sent-om-cider/545566"">Untappd</a>"
2022,---,🥉 Bronze,Sidra Cortina,Spain,Cortina Sidra de Hielo,---,"<a href=""https://www.sidracortina.com/"">Website</a>","<a href=""https://www.facebook.com/sidracortina/"">Facebook</a>","<a href=""https://instagram.com/sidracortina"">Instagram</a>","<a href=""https://maps.google.com/?cid=14248814769091122504"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-cortina-coro/50162"">Untappd</a>"
2022,---,🥉 Bronze,Aburuza,Spain,Aburuza Euskal Sagardoa,---,"<a href=""https://www.sidrasaburuza.net/"">Website</a>","<a href=""https://www.facebook.com/sidrasaburuza/"">Facebook</a>","<a href=""https://www.instagram.com/aburuza_sagardotegia/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11790998531102067428"">Google</a>","<a href=""https://www.yelp.com/biz/sidreria-aburuza-caserio-olatza-aduna"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g2578771-d7715076"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-aburuza/194775"">Untappd</a>"
2022,---,🥉 Bronze,Skarbø Gard,Norway,Skarbø Sider Arvegull,---,"<a href=""https://skarbogard.no/"">Website</a>","<a href=""https://www.facebook.com/skarbogard/"">Facebook</a>","<a href=""https://www.instagram.com/skarbogard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8459681002301363731"">Google</a>",,,"<a href=""https://untappd.com/w/skarbo-gard/467871"">Untappd</a>"
2022,---,🥉 Bronze,Stone Circle Cider,United States,Small Batch Three Sisters QPC,---,"<a href=""http://stonecirclecider.com/"">Website</a>","<a href=""https://www.facebook.com/StoneCircleCider"">Facebook</a>","<a href=""https://www.instagram.com/stonecirclecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=6649334225519073300"">Google</a>","<a href=""https://www.yelp.com/biz/stone-circle-cider-estacada"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51861-d19031160"">TripAdvisor</a>","<a href=""https://untappd.com/w/stone-circle-cider/363582"">Untappd</a>"
2022,---,🥉 Bronze,Stone Circle Cider,United States,Small Batch Yarlington Mill,---,"<a href=""http://stonecirclecider.com/"">Website</a>","<a href=""https://www.facebook.com/StoneCircleCider"">Facebook</a>","<a href=""https://www.instagram.com/stonecirclecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=6649334225519073300"">Google</a>","<a href=""https://www.yelp.com/biz/stone-circle-cider-estacada"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51861-d19031160"">TripAdvisor</a>","<a href=""https://untappd.com/w/stone-circle-cider/363582"">Untappd</a>"
2022,---,🥉 Bronze,Tingvoll Sider,Norway,Gammel-Nesje,---,"<a href=""https://www.tingvollsider.no/"">Website</a>","<a href=""https://www.facebook.com/Strupstadgarden/"">Facebook</a>","<a href=""https://www.instagram.com/strupstadgarden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10928261412136517481"">Google</a>",,,"<a href=""https://untappd.com/w/strupstad-tingvoll-sider/534933"">Untappd</a>"
2022,---,🥉 Bronze,Turkalnes Muižā,Latvia,Ābolu Sidrs,---,"<a href=""https://www.turkalnesmuiza.lv/"">Website</a>","<a href=""https://www.facebook.com/TurkalnesMuiza/"">Facebook</a>","<a href=""https://www.instagram.com/turkalnesmuiza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14148682490481690589"">Google</a>",,,"<a href=""https://untappd.com/w/turkalnes-muiza/428003"">Untappd</a>"
2022,---,🥉 Bronze,Turkalnes Muižā,Latvia,Ābolu-Cidoniju Sidrs,---,"<a href=""https://www.turkalnesmuiza.lv/"">Website</a>","<a href=""https://www.facebook.com/TurkalnesMuiza/"">Facebook</a>","<a href=""https://www.instagram.com/turkalnesmuiza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14148682490481690589"">Google</a>",,,"<a href=""https://untappd.com/w/turkalnes-muiza/428003"">Untappd</a>"
2022,---,🥉 Bronze,Turkalnes Muižā,Latvia,Ābolu-Rabarberu Sidrs,---,"<a href=""https://www.turkalnesmuiza.lv/"">Website</a>","<a href=""https://www.facebook.com/TurkalnesMuiza/"">Facebook</a>","<a href=""https://www.instagram.com/turkalnesmuiza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14148682490481690589"">Google</a>",,,"<a href=""https://untappd.com/w/turkalnes-muiza/428003"">Untappd</a>"
2022,---,🥉 Bronze,Ulvik Frukt & Cideri,Norway,Hylleblomsider,---,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2022,---,🥉 Bronze,Ulvik Frukt & Cideri,Norway,Sider frå Hardanger - Tradisjon,---,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2022,---,🥉 Bronze,---,Norway,Gravenstein,---,,,,,,,
2022,---,🥉 Bronze,Abuls,Latvia,Naturālists / Abuls,---,"<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>",,,"<a href=""https://untappd.com/Abuls"">Untappd</a>"
2022,---,🥉 Bronze,Sidra El Gaitero,Spain,SPRING CIDER APPLE + GRAPE,---,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
2023,Acid Dominant,🏆 Winner,Rudenstams Bär & Frukt,Sweden,Rudu Cider (22-17),92.7,"<a href=""https://rudenstam.se/"">Website</a>","<a href=""https://www.facebook.com/rudenstamsgardsbutik"">Facebook</a>","<a href=""https://www.instagram.com/rudenstams/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9422723088440708292"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226899-d4590738"">TripAdvisor</a>","<a href=""https://untappd.com/w/rudenstams-bar-frukt/105066"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Kühbrein Most,Austria,KuhbreinMost Champagner Renette,91.9,"<a href=""https://www.kuehbreinmost.at/"">Website</a>","<a href=""https://www.facebook.com/KuhbreinMost/"">Facebook</a>","<a href=""https://www.instagram.com/kuehbrein__/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6347288815375920345"">Google</a>",,,"<a href=""https://untappd.com/w/k-hbrein/425089"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Lofthus Ekspedisjon,Norway,Gaum,91.6,"<a href=""https://lofthusekspedisjon.no/"">Website</a>","<a href=""https://www.facebook.com/ekspedisjonlofthus/"">Facebook</a>","<a href=""https://www.instagram.com/lofthus_ekspedisjon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10108744972037075215"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1188596-d23540819"">TripAdvisor</a>","<a href=""https://untappd.com/EkspedisjonenBryggeri"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Amble Gård,Norway,Aroma,90.9,"<a href=""https://amblegaard.no/"">Website</a>","<a href=""https://www.facebook.com/amblegaard/"">Facebook</a>","<a href=""https://www.instagram.com/amblegaard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6355481952602453534"">Google</a>",,,"<a href=""https://untappd.com/w/amble-gard/553298"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Fjordfolk Mikrobryggeri,Norway,Tallship Eple,90.4,"<a href=""https://www.fjordfolkbrygg.no/"">Website</a>","<a href=""https://www.facebook.com/fjordfolkbrygg/"">Facebook</a>","<a href=""https://www.instagram.com/tallship_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13187877260143472555"">Google</a>","<a href=""https://www.yelp.com/biz/fjordfolk-mikrobryggeri-sandefjord"">Yelp</a>",,"<a href=""https://untappd.com/Fjordfolk"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Skjolden Sideri,Norway,"Edens Hage, Aroma & Gravenstein",90,,"<a href=""https://www.facebook.com/BolstadNeverdalFruktgard"">Facebook</a>","<a href=""https://www.instagram.com/skjoldensideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8996713303995231318"">Google</a>",,,
2023,Acid Dominant,🥇 Gold,Sandalen Gård,Norway,Experiment X1,89.9,"<a href=""https://sandalengard.no/"">Website</a>","<a href=""https://www.facebook.com/sandalengard"">Facebook</a>","<a href=""https://www.instagram.com/sandalengard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16897274204164201537"">Google</a>",,,"<a href=""https://untappd.com/SandalenGrd"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Bauman's Cider,United States,Mountain Rose SV,89.9,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
2023,Acid Dominant,🥇 Gold,Herbsts,Latvia,Dullais Dauka,89.8,"<a href=""https://herbsts.lv/"">Website</a>","<a href=""https://www.facebook.com/herbsts.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/herbsts.sidrs/"">Instagram</a>",,,,"<a href=""https://untappd.com/HERBSTS"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Harding Økologiske Sideri,Norway,Sprudlande Harding,88.8,"<a href=""https://www.hardingsideri.no/"">Website</a>","<a href=""https://www.facebook.com/HardingSideri"">Facebook</a>","<a href=""https://www.instagram.com/hardingsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12919577292319496906"">Google</a>",,,"<a href=""https://untappd.com/HardingSideri"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Rudenstams Bär & Frukt,Sweden,Rudu Cider (22-16),87.5,"<a href=""https://rudenstam.se/"">Website</a>","<a href=""https://www.facebook.com/rudenstamsgardsbutik"">Facebook</a>","<a href=""https://www.instagram.com/rudenstams/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9422723088440708292"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226899-d4590738"">TripAdvisor</a>","<a href=""https://untappd.com/w/rudenstams-bar-frukt/105066"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Ulvik Frukt & Cideri,Norway,Stille Stunder,87.5,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Lepola Drinks,Finland,Lepola Medium Dry Apple Cider,87.4,"<a href=""https://lepoladrinks.fi/"">Website</a>","<a href=""https://www.facebook.com/lepoladrinks/"">Facebook</a>","<a href=""https://www.instagram.com/lepola_drinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10912023971262858580"">Google</a>",,,"<a href=""https://untappd.com/w/lepola/401095"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Hardangerbonden,Norway,Bonden,87.1,"<a href=""https://www.hardangerbonden.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangerbonden/"">Facebook</a>","<a href=""https://www.instagram.com/hardangerbonden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13224629755021668502"">Google</a>",,,"<a href=""https://untappd.com/w/hardangerbonden/496030"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Kühbrein Most,Austria,KühbreinMost Ilzer Rosenapfel,87,"<a href=""https://www.kuehbreinmost.at/"">Website</a>","<a href=""https://www.facebook.com/KuhbreinMost/"">Facebook</a>","<a href=""https://www.instagram.com/kuehbrein__/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6347288815375920345"">Google</a>",,,"<a href=""https://untappd.com/w/k-hbrein/425089"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Nude Cider,Finland,Nude Cider Strong,86.3,"<a href=""https://www.nudecider.fi/"">Website</a>",,"<a href=""https://www.instagram.com/nude_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=590124294754000819"">Google</a>",,,"<a href=""https://untappd.com/3spirit"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Cidérka,Czechia,Sojka,86.1,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Odelsgut,Norway,"Odelsgut ""O""",85.5,"<a href=""https://www.odelsgut.no/"">Website</a>","<a href=""https://www.facebook.com/odelsgut"">Facebook</a>","<a href=""https://www.instagram.com/odelsgut.no/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17030345032725079712"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226929-d25132141"">TripAdvisor</a>","<a href=""https://untappd.com/w/odelsgut/542853"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Kvestad Sideri,Norway,Anno,85.3,"<a href=""https://www.kvestadsideri.no/"">Website</a>","<a href=""https://www.facebook.com/kvestadsideri/"">Facebook</a>","<a href=""https://www.instagram.com/kvestadsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16077910184660188927"">Google</a>",,,"<a href=""https://untappd.com/w/kvestad-sideri/457055"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Abuls,Latvia,Savvaļā,85.3,"<a href=""https://www.abuls.lv/"">Website</a>","<a href=""https://www.facebook.com/sidrsAbuls/"">Facebook</a>","<a href=""https://www.instagram.com/abuls_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12371654123090416644"">Google</a>",,,"<a href=""https://untappd.com/Abuls"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Skarbø Gard,Norway,Skarbø Sider Gravenstein,84.5,"<a href=""https://skarbogard.no/"">Website</a>","<a href=""https://www.facebook.com/skarbogard/"">Facebook</a>","<a href=""https://www.instagram.com/skarbogard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8459681002301363731"">Google</a>",,,"<a href=""https://untappd.com/w/skarbo-gard/467871"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Kodas,Estonia,Kodas Folkcider (Folgisiider),84.5,"<a href=""https://kodas.ee/"">Website</a>","<a href=""https://www.facebook.com/kodasbrand"">Facebook</a>","<a href=""https://www.instagram.com/kodasbrand/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7164908846459777447"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296672-d25409720"">TripAdvisor</a>","<a href=""https://untappd.com/Siidrikoda"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,103 Cider,Sweden,Angold,84.3,"<a href=""https://www.hjulsjo103.se/"">Website</a>","<a href=""https://www.facebook.com/hjulsjo103"">Facebook</a>","<a href=""https://www.instagram.com/103cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11484495605929490180"">Google</a>",,,"<a href=""https://untappd.com/w/hjulsjo-103/535334"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Paladeus,Italy,Paladeus 1979,83.9,"<a href=""http://www.paladeus.it/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100067062071715"">Facebook</a>","<a href=""https://www.instagram.com/paladeus_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8605615739361573597"">Google</a>",,,"<a href=""https://untappd.com/w/paladeus/538622"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Amble Gård,Norway,Aroma and Discovery,83.7,"<a href=""https://amblegaard.no/"">Website</a>","<a href=""https://www.facebook.com/amblegaard/"">Facebook</a>","<a href=""https://www.instagram.com/amblegaard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6355481952602453534"">Google</a>",,,"<a href=""https://untappd.com/w/amble-gard/553298"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Odelsgut,Norway,"Odelsgut ""D""",83.3,"<a href=""https://www.odelsgut.no/"">Website</a>","<a href=""https://www.facebook.com/odelsgut"">Facebook</a>","<a href=""https://www.instagram.com/odelsgut.no/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17030345032725079712"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g226929-d25132141"">TripAdvisor</a>","<a href=""https://untappd.com/w/odelsgut/542853"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Hardangergutane,Norway,Solglimt,83.3,"<a href=""https://hardangergutane.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangergutane/"">Facebook</a>","<a href=""https://www.instagram.com/hardangergutane/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10940983309801750674"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2328851-d23478417"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardangergutane/429679"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Harding Økologiske Sideri,Norway,Raud Harding,82.9,"<a href=""https://www.hardingsideri.no/"">Website</a>","<a href=""https://www.facebook.com/HardingSideri"">Facebook</a>","<a href=""https://www.instagram.com/hardingsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12919577292319496906"">Google</a>",,,"<a href=""https://untappd.com/HardingSideri"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Hardangerbonden,Norway,Drengen,82.7,"<a href=""https://www.hardangerbonden.no/"">Website</a>","<a href=""https://www.facebook.com/Hardangerbonden/"">Facebook</a>","<a href=""https://www.instagram.com/hardangerbonden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13224629755021668502"">Google</a>",,,"<a href=""https://untappd.com/w/hardangerbonden/496030"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Aga Sideri,Norway,Bøddel,82.7,"<a href=""https://www.agasideri.no/"">Website</a>","<a href=""https://www.facebook.com/agasideri/"">Facebook</a>","<a href=""https://www.instagram.com/agasideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13763004362793346500"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2347995-d18177720"">TripAdvisor</a>","<a href=""https://untappd.com/w/aga-sideri/405076"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Cidérka,Czechia,Cervenka,82.5,"<a href=""https://www.ciderka.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderka.cz"">Facebook</a>","<a href=""https://www.instagram.com/ciderka.cz/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4045068491840478725"">Google</a>",,,"<a href=""https://untappd.com/w/ciderka/463341"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Sandalen Gård,Norway,Skjoldmøy,82.5,"<a href=""https://sandalengard.no/"">Website</a>","<a href=""https://www.facebook.com/sandalengard"">Facebook</a>","<a href=""https://www.instagram.com/sandalengard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16897274204164201537"">Google</a>",,,"<a href=""https://untappd.com/SandalenGrd"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Ulvik Frukt & Cideri,Norway,Sider frå Hardanger - Gravenstein,82.2,"<a href=""http://www.hakastadsider.no/"">Website</a>","<a href=""https://www.facebook.com/pages/Ulvik-Frukt-Cideri/191311970916027"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8381380851022975775"">Google</a>",,,"<a href=""https://untappd.com/brewery/60198"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Pfeiffer's Cider,Poland,Pfeiffer's Cider Still,81.8,"<a href=""https://pfeiffers.pl/"">Website</a>","<a href=""https://www.facebook.com/pfeifferscider"">Facebook</a>","<a href=""https://www.instagram.com/pfeiffers_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=1938111950265948010"">Google</a>",,,"<a href=""https://untappd.com/w/pfeiffer-s-cider/541464"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Lepola Drinks,Finland,Lepola Crabapple Cider,81.5,"<a href=""https://lepoladrinks.fi/"">Website</a>","<a href=""https://www.facebook.com/lepoladrinks/"">Facebook</a>","<a href=""https://www.instagram.com/lepola_drinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10912023971262858580"">Google</a>",,,"<a href=""https://untappd.com/w/lepola/401095"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Sandalen Gård,Norway,StoreSterk,81,"<a href=""https://sandalengard.no/"">Website</a>","<a href=""https://www.facebook.com/sandalengard"">Facebook</a>","<a href=""https://www.instagram.com/sandalengard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16897274204164201537"">Google</a>",,,"<a href=""https://untappd.com/SandalenGrd"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Mr. Plūme,Latvia,Sweet,80.2,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Veinimäe,Estonia,Paradise Cider,80.1,"<a href=""https://veinimae.ee/"">Website</a>","<a href=""https://www.facebook.com/veinimae"">Facebook</a>","<a href=""https://www.instagram.com/veinimae/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8886313303772913711"">Google</a>",,,"<a href=""https://untappd.com/w/veinimae-talu/457675"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Floribunda,Italy,Apfel Cider Alla Mela 2022,80,"<a href=""https://www.floribunda.it/"">Website</a>",,"<a href=""https://www.instagram.com/floribundacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14548393953505771229"">Google</a>",,,"<a href=""https://untappd.com/w/floribunda/333615"">Untappd</a>"
2023,Acid Dominant,🥈 Silver,Skjolden Sideri,Norway,"Edens Hage, Discovery",79.9,,"<a href=""https://www.facebook.com/BolstadNeverdalFruktgard"">Facebook</a>","<a href=""https://www.instagram.com/skjoldensideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8996713303995231318"">Google</a>",,,
2023,Acid Dominant,🥈 Silver,Amble Gård,Norway,Discovery,79.7,"<a href=""https://amblegaard.no/"">Website</a>","<a href=""https://www.facebook.com/amblegaard/"">Facebook</a>","<a href=""https://www.instagram.com/amblegaard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6355481952602453534"">Google</a>",,,"<a href=""https://untappd.com/w/amble-gard/553298"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,OmCider,Norway,Skoiar,79.1,"<a href=""https://omcider.no/"">Website</a>","<a href=""https://www.facebook.com/OmCiderAS/"">Facebook</a>","<a href=""https://www.instagram.com/omcideras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1800091822223931241"">Google</a>",,,"<a href=""https://untappd.com/w/omcider/492586"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Lofthus Ekspedisjon,Norway,Fjåg,78.1,"<a href=""https://lofthusekspedisjon.no/"">Website</a>","<a href=""https://www.facebook.com/ekspedisjonlofthus/"">Facebook</a>","<a href=""https://www.instagram.com/lofthus_ekspedisjon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10108744972037075215"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1188596-d23540819"">TripAdvisor</a>","<a href=""https://untappd.com/EkspedisjonenBryggeri"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Nude Cider,Finland,Nude Cider Classic,77.8,"<a href=""https://www.nudecider.fi/"">Website</a>",,"<a href=""https://www.instagram.com/nude_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=590124294754000819"">Google</a>",,,"<a href=""https://untappd.com/3spirit"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Klövsjö Gårdsbryggeri,Sweden,KGBs Äppel Cider,77.5,"<a href=""https://www.kgb-bryggeri.se/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=2229089414135910638"">Google</a>",,,"<a href=""https://untappd.com/w/kl-vsj-g-rdsbryggeri/20072"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Sidra El Gaitero,Spain,Sidra El Gaitero Natural,77.4,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Pomologik,Sweden,Cidre Nouveau,77.3,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Jēpis Bioloģisks Sidrs,Latvia,Organic Cider Jepis,77.1,"<a href=""https://www.jepis.lv/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4389823321199068027"">Google</a>",,,"<a href=""https://untappd.com/w/sia-pienjani/549019/beer"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Ezera Sidrs,Latvia,Ezera Brut,76.6,"<a href=""http://www.ezerasidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/ezerasidrs/"">Facebook</a>","<a href=""https://www.instagram.com/ezera_sidrs"">Instagram</a>",,,,"<a href=""https://untappd.com/w/ezera-sidrs/471303"">Untappd</a>"
2023,Acid Dominant,🥉 Bronze,Tingvoll Sider,Norway,Strupstadsider-Villgjaera,76.5,"<a href=""https://www.tingvollsider.no/"">Website</a>","<a href=""https://www.facebook.com/Strupstadgarden/"">Facebook</a>","<a href=""https://www.instagram.com/strupstadgarden/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10928261412136517481"">Google</a>",,,"<a href=""https://untappd.com/w/strupstad-tingvoll-sider/534933"">Untappd</a>"
