Year,Category,Award,Medalist,Country,Entry,Points,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2023,Fruit Wine & Perry,🥉 Bronze,Sabiles Sidrs,Latvia,Gardener's Craft Cider Pear & Apple,77.9,"<a href=""https://www.gardeners.lv/"">Website</a>","<a href=""https://www.facebook.com/sabiles.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/sabiles.sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2950487918260459648"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2049841-d14914753"">TripAdvisor</a>","<a href=""https://untappd.com/w/sabiles-sidrs/201189"">Untappd</a>"
2023,Fruit Wine & Perry,🥉 Bronze,Ferme du Theil,France,Poiré Signatures,76.1,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
2023,Fruit Wine & Perry,🥉 Bronze,Bjerregaarden,Denmark,Sparkling Rhubarb,75.3,"<a href=""https://www.bjerregaarden.dk/"">Website</a>",,"<a href=""https://www.instagram.com/bjerregaarden.dk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11442622936547961461"">Google</a>",,,
2023,Fruit Wine & Perry,🥉 Bronze,Elegast Cidery,Netherlands,Regeneration,72.6,"<a href=""https://elegastcider.nl/"">Website</a>","<a href=""https://www.facebook.com/elegastcidery/"">Facebook</a>","<a href=""https://www.instagram.com/elegast_cidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5936408747857287023"">Google</a>",,,"<a href=""https://untappd.com/ElegastCidery"">Untappd</a>"
2023,Fruit Wine & Perry,🥉 Bronze,Cydrownia Filomelos,Poland,Perry Hulaj-Gruszka,70.7,"<a href=""https://www.filomelos.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrfilomelos/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16799127381008481476"">Google</a>",,,"<a href=""https://untappd.com/Filomelos"">Untappd</a>"
2023,Open Class,🏆 Winner,Aga Sideri,Norway,Hermanshaug,91.5,"<a href=""https://www.agasideri.no/"">Website</a>","<a href=""https://www.facebook.com/agasideri/"">Facebook</a>","<a href=""https://www.instagram.com/agasideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13763004362793346500"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2347995-d18177720"">TripAdvisor</a>","<a href=""https://untappd.com/w/aga-sideri/405076"">Untappd</a>"
2023,Open Class,🥈 Silver,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Souvignier Gris,89.1,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
2023,Open Class,🥈 Silver,Alde Sider,Norway,Alde Svans,84.1,"<a href=""https://www.aldesider.no/"">Website</a>","<a href=""https://www.facebook.com/aldesider"">Facebook</a>","<a href=""https://www.instagram.com/aldesider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7838999053969928967"">Google</a>",,,"<a href=""https://untappd.com/Alde_hardanger"">Untappd</a>"
2023,Open Class,🥈 Silver,Het Hamerstuk,Netherlands,Hamerstuk Appel-Peer-Johanniter,83.1,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
2023,Open Class,🥈 Silver,Pomologik,Sweden,Ice Ice Baby,83,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
2023,Open Class,🥈 Silver,Tori Siidritalu,Estonia,"Tori Apple Liqueur ""Ritika""",82.9,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
2023,Open Class,🥈 Silver,Eiane Gard,Norway,Fyndig 2022,82.2,"<a href=""https://www.eianegard.no/"">Website</a>","<a href=""https://www.facebook.com/eianegard"">Facebook</a>","<a href=""https://www.instagram.com/eianegard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13089067596466030259"">Google</a>",,,"<a href=""https://untappd.com/eianegard"">Untappd</a>"
2023,Open Class,🥈 Silver,Store Naa Siderkompani,Norway,57/2 - Kårkall,80.9,"<a href=""https://www.storenaasiderkompani.com/"">Website</a>","<a href=""https://www.facebook.com/Storenaasiderkompani/"">Facebook</a>","<a href=""https://www.instagram.com/storenaasiderkompani/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15254622508133860404"">Google</a>",,,"<a href=""https://untappd.com/w/store-naa-siderkompani/442862"">Untappd</a>"
2023,Open Class,🥉 Bronze,Köpings Musteri,Sweden,Per Johan,75.9,"<a href=""https://kopingsmusteri.se/"">Website</a>","<a href=""https://www.facebook.com/kopingsmusteri"">Facebook</a>","<a href=""https://www.instagram.com/kopingsmusteri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5623943899960625759"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g679646-d12595815"">TripAdvisor</a>","<a href=""https://untappd.com/KopingsMusteri"">Untappd</a>"
2023,Open Class,🥉 Bronze,Sidra El Gaitero,Spain,Gaitero Spanish Cider 100% Apple,75.7,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
2023,Open Class,🥉 Bronze,Le Pressoir d'Or,France,Cidre Fermier,75.5,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
2023,Open Class,🥉 Bronze,Floribunda,Italy,Mele e Miele 2021,74,"<a href=""https://www.floribunda.it/"">Website</a>",,"<a href=""https://www.instagram.com/floribundacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14548393953505771229"">Google</a>",,,"<a href=""https://untappd.com/w/floribunda/333615"">Untappd</a>"
2023,Open Class,🥉 Bronze,Mūrbūdu,Latvia,"Kokmuiža Non-Alcoholic Hopped Cider ""Jaunā Strāva""",73.3,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
2023,Open Class,🥉 Bronze,Tālava,Latvia,Tālava Non-Alcoholic Apple Cider,73.3,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
