Year,Class,Medalist,Product,Award,Score,Status,Region,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2012,Medium Cider made using water and/or sugar in production,Westons Cider,Old Rosie Scrumpy (still),🥉 Bronze,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
2012,Medium Cider made using water and/or sugar in production,Redwood Cider Co.,Old Mout Cider – Scrumpy,🥉 Bronze,,Active,Tasman,New Zealand,"<a href=""https://www.db.co.nz/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=6996062561310556831"">Google</a>",,,"<a href=""https://untappd.com/w/redwood-cider-co/184117"">Untappd</a>"
2012,Medium Cider made using water and/or sugar in production,Westons Cider,Wyld Wood Apple – Organic,🥉 Bronze,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
2012,Sweet Perry made using water and/or sugar in production,Core Cider,Core Sparkling Pear,🥉 Bronze,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2013,Dry Cider,Weidmann & Groh,Champagnerennette 2011,🥇 Gold,,Active,Hesse,Germany,"<a href=""https://weidmann-groh.de/"">Website</a>","<a href=""https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327"">Facebook</a>","<a href=""https://www.instagram.com/weidmann.und.groh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6569120976887073603"">Google</a>",,,"<a href=""https://untappd.com/w/weidmann-groh/73065"">Untappd</a>"
2013,Dry Cider,Red Sails Ciders,Dry Cider,🥈 Silver,,Inactive,Tasmania,Australia,,,,,,,
2013,Dry Cider,Borrodell Vineyard,Heritage Cider,🥈 Silver,,Active,New South Wales,Australia,"<a href=""https://www.borrodell.com.au/"">Website</a>","<a href=""https://www.facebook.com/BorrodellVineyard/"">Facebook</a>","<a href=""https://www.instagram.com/borrodell_vineyard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9113164481963775697"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255326-d4469466"">TripAdvisor</a>","<a href=""https://untappd.com/w/borrodell-vineyard/42488"">Untappd</a>"
2013,Dry Cider,Small Acres Cyder,Somerset Still 2013,🥈 Silver,,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2013,Dry Cider,Learmonth Cider,Learmonth Traditional Still Cider,🥉 Bronze,,Active,Victoria,Australia,"<a href=""https://learmonthcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100069530773568"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/321-learmonth/90115"">Untappd</a>"
2013,Dry Cider,King Valley Cider Co.,Traditionally Tart Dry Cider,🥉 Bronze,,Inactive,Victoria,Australia,,,,,,,
2013,Dry Cider,Core Cider,Hardcore Traditional Cider,🥉 Bronze,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2013,Medium Cider,Weidmann & Groh,Trierer Weinapfel 2011,🥇 Gold,,Active,Hesse,Germany,"<a href=""https://weidmann-groh.de/"">Website</a>","<a href=""https://www.facebook.com/pages/WEIDMANN-GROH/138116339592327"">Facebook</a>","<a href=""https://www.instagram.com/weidmann.und.groh/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6569120976887073603"">Google</a>",,,"<a href=""https://untappd.com/w/weidmann-groh/73065"">Untappd</a>"
2013,Medium Cider,Aspall,Aspall Draught Cyder,🥈 Silver,,Active,Suffolk,England,"<a href=""https://www.aspall.co.uk/"">Website</a>","<a href=""https://www.facebook.com/AspallUK/"">Facebook</a>","<a href=""https://www.instagram.com/aspalluk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281573289882642327"">Google</a>",,,"<a href=""https://untappd.com/brewery/3468"">Untappd</a>"
2013,Medium Cider,Napoleone Cider,Napoleone Apple Cider,🥈 Silver,,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2013,Medium Cider,Cidres la Pommeraie,Cidre Brut Artisanal de Normandie la Pommeraie,🥈 Silver,,Inactive,Normandy,France,,,,,,,
2013,Medium Cider,Lobo Cider,LOBO Apple Cider,🥉 Bronze,,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
2013,Medium Cider,Oakvale Wines,Oakvale Apple Cider 2013,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://www.oakvalewines.com.au/"">Website</a>","<a href=""https://www.facebook.com/oakvalewinery"">Facebook</a>","<a href=""https://www.instagram.com/oakvalewines/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5190501698518241314"">Google</a>","<a href=""https://www.yelp.com/biz/oakvale-wines-pokolbin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255328-d2536109"">TripAdvisor</a>","<a href=""https://untappd.com/w/oakvale/157694"">Untappd</a>"
2013,Medium Cider,Cidre Écusson,Duche de Longueville – Gros oeillet,🥉 Bronze,,Active,Normandy,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16717845515481593007"">Google</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
2013,Medium Cider,Cidrerie Manoir du Kinkiz,Cidre Fouesnant Manoir Kinkiz,🥉 Bronze,,Active,Brittany,France,"<a href=""https://www.kinkiz-terroir.bzh/"">Website</a>","<a href=""https://www.facebook.com/DomaineDuKinkiz/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1999207604560008916"">Google</a>","<a href=""https://www.yelp.com/biz/manoir-du-kinkiz-quimper"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187100-d7745799"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/19870"">Untappd</a>"
2013,Medium Cider,Bilpin Cider,Blpin Original Cider,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
2013,Medium Cider,Le Père Jules,Cidre Brut Bouche – Le Pere Jules – Pays d’Auge,🥉 Bronze,,Active,Normandy,France,"<a href=""http://www.calvados-leperejules.com/"">Website</a>","<a href=""https://www.facebook.com/calvadosleperejules/"">Facebook</a>","<a href=""https://www.instagram.com/calvadosleperejules"">Instagram</a>","<a href=""https://maps.google.com/?cid=13505988202545080748"">Google</a>",,,"<a href=""https://untappd.com/brewery/6106"">Untappd</a>"
2013,Medium Cider,Willie Smith's,Willie Smiths Organic Apple Cider,🥉 Bronze,,Active,Tasmania,Australia,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.yelp.com/biz/willie-smith-s-apple-shed-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
2013,Medium Cider,The Australian Brewery,AB Fresh Press Cider,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://www.australianhotelbrewery.com.au/"">Website</a>","<a href=""https://www.facebook.com/australianhotelbrewery"">Facebook</a>","<a href=""https://www.instagram.com/australianhotelbrewery"">Instagram</a>","<a href=""https://maps.google.com/?cid=11658747106516787081"">Google</a>","<a href=""https://www.yelp.com/biz/the-australian-brewery-rouse-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1548245-d10063887"">TripAdvisor</a>","<a href=""https://untappd.com/TheAustralianBrewery"">Untappd</a>"
2013,Medium Cider,The Hills Cider Company,The Hills Cider Company – Apple,🥉 Bronze,,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
2013,Medium Cider,Matilda Bay Brewing Company,Dirty Granny Matured Apple Cider,🥉 Bronze,,Inactive,Victoria,Australia,,,,,,,
2013,Medium Cider,Padthaway Estate,Spikie Norman,🥉 Bronze,,Inactive,South Australia,Australia,,,,,,,
2013,Medium Cider,Sitting Ducks Cider,Sitting Ducks Adelaide Hills Apple Cider,🥉 Bronze,,Inactive,South Australia,Australia,,,,,,,
2013,Sweet Cider,Cidres la Pommeraie,Cidre Doux Artisanal de Normandie la Pommeraie,🥇 Gold,,Inactive,Normandy,France,,,,,,,
2013,Sweet Cider,Cidre Écusson,Ecusson Cidre Doux,🥈 Silver,,Active,Normandy,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16717845515481593007"">Google</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
2013,Sweet Cider,The Apple Thief,Apple Thief Granny Smith Cider,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://theapplethief.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheAppleThiefCiders/"">Facebook</a>","<a href=""https://www.instagram.com/theapplethiefciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4762631239680624675"">Google</a>",,,"<a href=""https://untappd.com/brewery/21796"">Untappd</a>"
2013,Sweet Cider,Harvey River Estate,Graci Premium Cider Apple,🥉 Bronze,,Inactive,Western Australia,Australia,,,,,,,
2013,Sweet Cider,Tilse's Apple Truck Cider,Tilse’s Apple Truck Cider,🥉 Bronze,,Active,New South Wales,Australia,"<a href=""https://www.theorchardlodge.com.au/"">Website</a>","<a href=""https://www.facebook.com/theorchardlodgensw/"">Facebook</a>","<a href=""https://www.instagram.com/appletruckcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18205993928648034259"">Google</a>",,"<a href=""https://www.tripadvisor.com/Hotel_Review-g5788651-d23405360"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/30402"">Untappd</a>"
2013,Sweet Cider,Frank's Cider,Frank’s Summer Apple Cider,🥉 Bronze,,Active,Tasmania,Australia,"<a href=""https://www.frankscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/FranksCider"">Facebook</a>","<a href=""https://www.instagram.com/frankscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281895632138757991"">Google</a>","<a href=""https://www.yelp.com/biz/franks-cider-bar-and-cafe-franklin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/66943"">Untappd</a>"
2013,Sweet Cider,Barossa Cider Co.,Barossa Cider Co Squashed Apple,🥉 Bronze,,Active,South Australia,Australia,"<a href=""https://barossavalleyciderco.com/"">Website</a>","<a href=""https://www.facebook.com/barossacider/"">Facebook</a>","<a href=""https://www.instagram.com/barossacider.co/"">Instagram</a>",,,,"<a href=""https://untappd.com/TheBarossaValleyCiderCo"">Untappd</a>"
2013,Sweet Cider,Cidrerie Stassen,Stassen “Over Ice” Apple Cider,🥉 Bronze,,Active,"Liège ",Belgium,"<a href=""https://www.cidreriestassen.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=3414465612960585932"">Google</a>",,,"<a href=""https://untappd.com/w/stassen-vin-cie/12274"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Cidrerie Manoir du Kinkiz,Cidre Cornouaille Manoir Kinkiz,🥇 Gold,,Active,Brittany,France,"<a href=""https://www.kinkiz-terroir.bzh/"">Website</a>","<a href=""https://www.facebook.com/DomaineDuKinkiz/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1999207604560008916"">Google</a>","<a href=""https://www.yelp.com/biz/manoir-du-kinkiz-quimper"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187100-d7745799"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/19870"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Small Acres Cyder,The Cat’s Pyjamas,🥇 Gold,,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Small Acres Cyder,Small Acres Cyder 2011 Sparkling,🥈 Silver,,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Core Cider,Core-rupted Traditional Apple,🥈 Silver,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Spreyton Cider Co.,Spreyton Cider Co Vintage 2013,🥉 Bronze,,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,St Ronan's Cider,St Ronan’s Cider Apple,🥉 Bronze,,Active,Victoria,Australia,"<a href=""https://stronanscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/StRonansCider"">Facebook</a>","<a href=""https://www.instagram.com/st_ronans_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1347860416011573691"">Google</a>",,,"<a href=""https://untappd.com/StRonansCider"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Kellybrook Winery,Kellybrook Winery Jazz Methode,🥉 Bronze,,Active,Victoria,Australia,"<a href=""https://www.kellybrookwinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/kellybrookwinery"">Facebook</a>","<a href=""https://www.instagram.com/kellybrookwinery"">Instagram</a>","<a href=""https://maps.google.com/?cid=11638840488142948775"">Google</a>","<a href=""https://www.yelp.com/biz/kellybrook-winery-wonga-park-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1982951-d21063415"">TripAdvisor</a>","<a href=""https://untappd.com/w/kellybrook-winery/306274"">Untappd</a>"
2013,Bottle Conditioned / Methode Champenoise Cider,Napoleone Cider,Napoleone Methode Traditionelle Apple Cider,🥉 Bronze,,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
2013,Dry Perry,Lobo Cider,Dry Pear,🥉 Bronze,,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
2013,Medium Perry,The Hills Cider Company,The Hills Cider Company – Pear,🥇 Gold,,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
2013,Medium Perry,Bilpin Cider,Bilpin Pear Cider,🥈 Silver,,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
2013,Medium Perry,Hillbilly Cider,Hillbilly Pear Cider,🥈 Silver,,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
2013,Medium Perry,Napoleone Cider,Napoleone Pear Cider,🥈 Silver,,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
