ID,Year,Category,Medalist,Product,Award,WID,Status,Region,Country,Region/Country,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
12,2014,New Expression Cider,Sidra Panizales,ATI,🥇 Gold,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
13,2014,Brut Cider,Sidra Posma,Posma,🥇 Gold,3081,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
14,2014,Brut Cider,Astarbe,Byhur 24,🥈 Silver,2688,Active,Basque Country,Spain,Basque Country,"<a href=""https://www.astarbe.eus/"">Website</a>","<a href=""https://www.facebook.com/AstarbeSagar"">Facebook</a>","<a href=""https://www.instagram.com/astarbesagar/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4931185880912606614"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3250869"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidreria-astarbe-sagardotegia/40068"">Untappd</a>"
15,2014,Most Original Cider,F.H. Prager,Red Label,🥇 Gold,2052,Active,Prague,Czechia,Czechia,"<a href=""https://fhprager.cz/"">Website</a>","<a href=""https://www.facebook.com/FHPrager"">Facebook</a>","<a href=""https://www.instagram.com/fhprager/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5646652119245236581"">Google</a>",,"<a href=""https://untappd.com/FHPrager"">Untappd</a>"
16,2014,1/3 Liter Cider,F.H. Prager,Magnetic Apple Cider,🥇 Gold,2052,Active,Prague,Czechia,Czechia,"<a href=""https://fhprager.cz/"">Website</a>","<a href=""https://www.facebook.com/FHPrager"">Facebook</a>","<a href=""https://www.instagram.com/fhprager/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5646652119245236581"">Google</a>",,"<a href=""https://untappd.com/FHPrager"">Untappd</a>"
17,2014,Semi-Dry Cider,Sidra Riestra,Guzmán Riestra,🥇 Gold,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
18,2014,Semi-Dry Cider,Sidra Mayador,Mayador Rosada 75 Años,🥈 Silver,1610,Active,Asturias,Spain,Asturias,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
19,2014,Sweet Sparkling Cider,Sidra M. Norniella,M. Norniella,🥇 Gold,3597,Active,Asturias,Spain,Asturias,"<a href=""https://www.macrile.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100010091055351"">Facebook</a>","<a href=""https://www.instagram.com/sidra_m.norniella/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12557897810508481900"">Google</a>",,"<a href=""https://untappd.com/w/macrile/188803"">Untappd</a>"
20,2014,Ice Cider,Sidra Viuda de Angelón,Diamantes de Hielo,🥇 Gold,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
21,2014,Ice Cider,Cold Hand Winery,Malus Danica,🥇 Gold,1986,Active,Central Denmark,Denmark,Denmark,"<a href=""https://www.coldhandwinery.dk/"">Website</a>","<a href=""https://www.facebook.com/Cold-Hand-Winery-280396455326889/"">Facebook</a>","<a href=""https://www.instagram.com/cold_hand_winery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8847115036999398343"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g227594-d11638093"">TripAdvisor</a>","<a href=""https://untappd.com/w/cold-hand-winery/101622"">Untappd</a>"
22,2014,Cider Liqueur,Cold Hand Winery,Malus X Feminam 2011,🥇 Gold,1986,Active,Central Denmark,Denmark,Denmark,"<a href=""https://www.coldhandwinery.dk/"">Website</a>","<a href=""https://www.facebook.com/Cold-Hand-Winery-280396455326889/"">Facebook</a>","<a href=""https://www.instagram.com/cold_hand_winery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8847115036999398343"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g227594-d11638093"">TripAdvisor</a>","<a href=""https://untappd.com/w/cold-hand-winery/101622"">Untappd</a>"
23,2014,Cider Spirits,Casería San Juan del Obispo,Aguardiente Salvador del Obispo 9 Años,🥇 Gold,1608,Active,Asturias,Spain,Asturias,"<a href=""https://www.caseriasanjuandelobispo.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=13956526212503892929"">Google</a>",,"<a href=""https://untappd.com/w/caseria-san-juan-del-obispo/285141"">Untappd</a>"
24,2014,Perry,Pivovar Steiger,Steiger Perry,🥇 Gold,3678,Legacy,Banská Bystrica,Slovakia,Slovakia,"<a href=""https://www.steiger.sk/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4444583241175199648"">Google</a>",,
25,2015,Still Cider,Sidra Cortina,Villacubera,🥇 Gold,1472,Active,Asturias,Spain,Asturias,"<a href=""https://www.sidracortina.com/"">Website</a>","<a href=""https://www.facebook.com/sidracortina/"">Facebook</a>","<a href=""https://instagram.com/sidracortina"">Instagram</a>","<a href=""https://maps.google.com/?cid=14248814769091122504"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g19842666-d985244"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidra-cortina-coro/50162"">Untappd</a>"
26,2015,Still Cider,Cotswold Cider Company,Side Burn,🥈 Silver,1349,Active,Oxfordshire,England,England,"<a href=""https://www.cotswoldciderco.com/"">Website</a>","<a href=""https://www.facebook.com/CotswoldCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/cotswoldciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/TheCotswoldCiderCompany"">Untappd</a>"
27,2015,Still Cider,Sidra Viuda de Angelón,1947,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
28,2015,Brut Cider,Écusson,Écusson Brut,🥇 Gold,3182,Active,Île-de-France,France,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
29,2015,Brut Cider,Sidra Riestra,Guzmán Riestra Brut,🥈 Silver,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
30,2015,Brut Cider,Sidra Mayador,Valdediós Brut,🥉 Bronze,1610,Active,Asturias,Spain,Asturias,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
31,2015,Most Original Cider,Kystin,Absolute Kystin,🥇 Gold,1618,Active,Brittany,France,France,"<a href=""https://www.kystin.net/"">Website</a>","<a href=""https://www.facebook.com/kystincider"">Facebook</a>",,,,"<a href=""https://untappd.com/brewery/90870"">Untappd</a>"
32,2015,1/3 Liter Cider,Magic Apple,Magic Apple,🥇 Gold,3677,Inactive,Olomouc,Czechia,Czechia,"<a href=""http://www.magicapple.cz/"">Website</a>","<a href=""https://www.facebook.com/MagicAppleCider"">Facebook</a>",,,,"<a href=""https://untappd.com/w/techfruit/253506"">Untappd</a>"
33,2015,1/3 Liter Cider,Rossbach Cider,Rossbach,🥈 Silver,1542,Inactive,Karlovy Vary,Czechia,Czechia,"<a href=""http://www.rossbach.cz/"">Website</a>","<a href=""https://www.facebook.com/rossbachcider"">Facebook</a>",,,,"<a href=""https://untappd.com/w/rossbach/174351"">Untappd</a>"
34,2015,1/3 Liter Cider,Cider Magnetic Apple,Magnetic Apple,🥉 Bronze,3516,Active,Central Bohemia,Czechia,Czechia,"<a href=""http://magneticapple.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderma"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1709461893430543805"">Google</a>",,"<a href=""https://untappd.com/w/polabsky-most/97586"">Untappd</a>"
35,2015,Semi-Dry Sparkling Cider,Sidra Riestra,Guzmán Riestra Semiseco,🥇 Gold,1673,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidrariestra.com/"">Website</a>","<a href=""https://www.facebook.com/SidraRiestra"">Facebook</a>","<a href=""https://www.instagram.com/sidrariestra/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2253085342105400787"">Google</a>",,"<a href=""https://untappd.com/w/riestra/70601"">Untappd</a>"
36,2015,Semi-Dry Sparkling Cider,Thatchers Cider,Thatchers Vintage,🥈 Silver,1119,Active,Somerset,England,England,"<a href=""https://www.thatcherscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/ThatchersCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/thatcherscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15191093037076298219"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3063"">Untappd</a>"
37,2015,Semi-Dry Sparkling Cider,Bear Cider,Bear Cider,🥉 Bronze,1930,Active,North Holland,Netherlands,Netherlands,"<a href=""https://www.bearcider.com/"">Website</a>","<a href=""https://www.facebook.com/Beercider"">Facebook</a>","<a href=""https://www.instagram.com/bearcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2306162274342811911"">Google</a>",,"<a href=""https://untappd.com/BeerCider"">Untappd</a>"
38,2015,Sweet Sparkling Cider,Écusson,Écusson Doux,🥇 Gold,3182,Active,Île-de-France,France,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
39,2015,Sweet Sparkling Cider,Sidra M. Norniella,M. Norniella,🥈 Silver,3597,Active,Asturias,Spain,Asturias,"<a href=""https://www.macrile.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100010091055351"">Facebook</a>","<a href=""https://www.instagram.com/sidra_m.norniella/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12557897810508481900"">Google</a>",,"<a href=""https://untappd.com/w/macrile/188803"">Untappd</a>"
40,2015,Rosé Cider,Sidra Mayador,Mayador Rossé,🥇 Gold,1610,Active,Asturias,Spain,Asturias,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
41,2015,Rosé Cider,Écusson,Écusson Rosé,🥈 Silver,3182,Active,Île-de-France,France,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
42,2015,Rosé Cider,Sidra Panizales,Hera Cereza,🥉 Bronze,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
43,2015,Perry,Écusson,Écusson Poiré,🥇 Gold,3182,Active,Île-de-France,France,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
44,2015,Perry,Seppelbauer,Exibatur,🥈 Silver,1548,Active,Lower Austria,Austria,Austria,"<a href=""https://www.seppelbauer.at/"">Website</a>","<a href=""https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272"">Facebook</a>","<a href=""https://www.instagram.com/seppelbauer/"">Instagram</a>",,,"<a href=""https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349"">Untappd</a>"
45,2015,Perry,Seppelbauer,Preh,🥉 Bronze,1548,Active,Lower Austria,Austria,Austria,"<a href=""https://www.seppelbauer.at/"">Website</a>","<a href=""https://www.facebook.com/pages/Seppelbauers-Obstparadies/208933892492272"">Facebook</a>","<a href=""https://www.instagram.com/seppelbauer/"">Instagram</a>",,,"<a href=""https://untappd.com/w/mostheuriger-seppelbauer-datzberger/309349"">Untappd</a>"
46,2015,Ice Cider,Brännland Cider,Iscider 33,🥇 Gold,1456,Active,Västerbotten,Sweden,Sweden,"<a href=""https://www.brannlandcider.se/"">Website</a>","<a href=""https://www.facebook.com/brannlandcider/"">Facebook</a>","<a href=""https://www.instagram.com/brannlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2299367906990041003"">Google</a>",,"<a href=""https://untappd.com/brewery/83843"">Untappd</a>"
47,2015,Ice Cider,Sidra Viuda de Angelón,Diamantes de Hielo,🥈 Silver,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
48,2015,Ice Cider,Sidra Panizales,Sidra de Hielo Panizales,🥉 Bronze,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
49,2015,Cider Spirits,Casería San Juan del Obispo,Aguardiente Salvador del Obispo Roble,🥇 Gold,1608,Active,Asturias,Spain,Asturias,"<a href=""https://www.caseriasanjuandelobispo.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=13956526212503892929"">Google</a>",,"<a href=""https://untappd.com/w/caseria-san-juan-del-obispo/285141"">Untappd</a>"
50,2015,Fruit Cider,Sidra Panizales,Hera Membrillo,🥇 Gold,1519,Active,Asturias,Spain,Asturias,"<a href=""https://sidrapanizales.com/"">Website</a>","<a href=""https://www.facebook.com/panizales.sidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapanizales/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16258480851124885832"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g775263-d7621234"">TripAdvisor</a>","<a href=""https://untappd.com/w/llagar-panizales/152401"">Untappd</a>"
51,2016,Semi-Dry Still Cider,Brännland Cider,Pernilla Perle 2015,🥇 Gold,1456,Active,Västerbotten,Sweden,Sweden,"<a href=""https://www.brannlandcider.se/"">Website</a>","<a href=""https://www.facebook.com/brannlandcider/"">Facebook</a>","<a href=""https://www.instagram.com/brannlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2299367906990041003"">Google</a>",,"<a href=""https://untappd.com/brewery/83843"">Untappd</a>"
52,2016,Semi-Dry Still Cider,Araújo Monte,Corrupia,🥈 Silver,3619,Inactive,Viana do Castelo,Portugal,Portugal,,,,,,"<a href=""https://untappd.com/w/ara-jo-monte/379915"">Untappd</a>"
53,2016,Semi-Dry Still Cider,Valduro,Valduro,🥉 Bronze,3620,Inactive,Asturias,Spain,Asturias,,"<a href=""https://www.facebook.com/VALDUROSIDRAPREMIUM/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/valduro/285513"">Untappd</a>"
54,2016,Rosé Cider,Écusson,Écusson Rosé,🥇 Gold,3182,Active,Île-de-France,France,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
55,2016,Rosé Cider,Sidra Mayador,Mayador Rossé,🥈 Silver,1610,Active,Asturias,Spain,Asturias,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
56,2016,Rosé Cider,Sidra Viuda de Angelón,Pomar Rossé,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
57,2016,Perry,Écusson,Écusson Poiré,🥇 Gold,3182,Active,Île-de-France,France,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-ecusson/15641"">Untappd</a>"
58,2016,Perry,Jörg Geiger,Poiré Artisan,🥈 Silver,1322,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
59,2016,Perry,Jaanihanso,Perry Brut Nature,🥉 Bronze,1927,Active,Pärnu,Estonia,Estonia,"<a href=""http://www.jaanihanso.ee/"">Website</a>","<a href=""https://www.facebook.com/Jaanihanso"">Facebook</a>","<a href=""https://www.instagram.com/jaanihanso/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7606641832512391290"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g274956-d12851482"">TripAdvisor</a>","<a href=""https://untappd.com/Jaanihanso"">Untappd</a>"
60,2016,Ice Cider,Brännland Cider,Fatlagrad 2013,🥇 Gold,1456,Active,Västerbotten,Sweden,Sweden,"<a href=""https://www.brannlandcider.se/"">Website</a>","<a href=""https://www.facebook.com/brannlandcider/"">Facebook</a>","<a href=""https://www.instagram.com/brannlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2299367906990041003"">Google</a>",,"<a href=""https://untappd.com/brewery/83843"">Untappd</a>"
61,2016,Ice Cider,Rossbach Cider,Smiling Dog Cider,🥈 Silver,1542,Inactive,Karlovy Vary,Czechia,Czechia,"<a href=""http://www.rossbach.cz/"">Website</a>","<a href=""https://www.facebook.com/rossbachcider"">Facebook</a>",,,,"<a href=""https://untappd.com/w/rossbach/174351"">Untappd</a>"
62,2016,Ice Cider,Sidra Viuda de Angelón,Diamantes de Hielo,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
63,2016,Cider Liqueur,Jörg Geiger,Hole Apfel,🥇 Gold,1322,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
64,2016,Cider Liqueur,Cidrerie Berri,Patxaka,🥈 Silver,1649,Active,Nouvelle-Aquitaine,France,Basque Country,"<a href=""https://txopinondo.fr/"">Website</a>","<a href=""https://www.facebook.com/txopinondo"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_berri_txopinondo/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14446292626809718341"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1118261-d2139433"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-txopinondo/215570"">Untappd</a>"
65,2016,Cider Spirits,Casería San Juan del Obispo,Salvador del Obispo Roble 9 Años,🥇 Gold,1608,Active,Asturias,Spain,Asturias,"<a href=""https://www.caseriasanjuandelobispo.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=13956526212503892929"">Google</a>",,"<a href=""https://untappd.com/w/caseria-san-juan-del-obispo/285141"">Untappd</a>"
66,2016,Cider Spirits,Maley,Whymper 1865,🥈 Silver,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
67,2016,Brut Cider,Cydr Chyliczki,Premium,🥇 Gold,2703,Active,Masovian,Poland,Poland,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
68,2016,Brut Cider,Maley,Matterhorn,🥈 Silver,1517,Active,Aosta Valley,Italy,Italy,"<a href=""https://www.maleymontblanc.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=94166741695887894"">Google</a>",,"<a href=""https://untappd.com/brewery/29291"">Untappd</a>"
69,2016,Brut Cider,Sidra Posma,Posma Sidra Natural Espumosa,🥉 Bronze,3081,Active,Canary Islands,Spain,Canary Islands,,"<a href=""https://www.facebook.com/profile.php?id=100063717535205"">Facebook</a>",,,,"<a href=""https://untappd.com/w/posma/512334"">Untappd</a>"
70,2016,Semi-Dry Sparkling Cider,Jörg Geiger,Craft Cider,🥇 Gold,1322,Active,Baden-Württemberg,Germany,Germany,"<a href=""https://www.manufaktur-joerg-geiger.de/"">Website</a>","<a href=""https://www.facebook.com/manufakturjoerggeiger/"">Facebook</a>","<a href=""https://www.instagram.com/manufakturjoerggeiger/"">Instagram</a>","<a href=""https://maps.google.com/?cid=908271853334307402"">Google</a>",,"<a href=""https://untappd.com/w/manufaktur-jorg-geiger/270857"">Untappd</a>"
71,2016,Semi-Dry Sparkling Cider,Mooma,Mooma,🥈 Silver,2752,Active,Catalonia,Spain,Catalonia,"<a href=""https://mooma.cat/"">Website</a>","<a href=""https://www.facebook.com/sidreriamooma/"">Facebook</a>","<a href=""https://www.instagram.com/mooma/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11350926811080988766"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g3501872-d13815642"">TripAdvisor</a>","<a href=""https://untappd.com/w/mooma/254950"">Untappd</a>"
72,2016,Semi-Dry Sparkling Cider,Stonewell Cider,Finnbarra Medium Dry,🥉 Bronze,1265,Active,Cork,Ireland,Ireland,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
73,2016,Dry Still Cider,Cydr Ignaców,Cydr Ignaców,🥇 Gold,1665,Active,Greater Poland,Poland,Poland,"<a href=""http://www.cydrignacow.pl/"">Website</a>","<a href=""https://www.facebook.com/CydrIgnacow"">Facebook</a>","<a href=""https://www.instagram.com/cydr_ignacow/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cydr-ignacow/146987"">Untappd</a>"
74,2016,Dry Still Cider,Sidra Carral,Carral Extra,🥈 Silver,3085,Active,León,Spain,León,,"<a href=""https://www.facebook.com/sidranaturalcarral/"">Facebook</a>","<a href=""https://www.instagram.com/sidracarral/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2695880588601500201"">Google</a>",,"<a href=""https://untappd.com/w/sidra-natural-carral/296674"">Untappd</a>"
75,2016,Dry Still Cider,Sidra Viuda de Angelón,1947,🥉 Bronze,1675,Active,Asturias,Spain,Asturias,"<a href=""http://www.sidraviudaangelonpomar.es/"">Website</a>","<a href=""https://www.facebook.com/sidrapomar.viudaangelon/"">Facebook</a>","<a href=""https://www.instagram.com/Sidraviudaangelon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13173562328637195239"">Google</a>",,"<a href=""https://untappd.com/w/viuda-de-angela3n/142823"">Untappd</a>"
76,2016,Sweet Sparkling Cider,Sidra Somarroza,Somarroza,🥇 Gold,1921,Active,Cantabria,Spain,Cantabria,"<a href=""https://sidrasomarroza.es/"">Website</a>","<a href=""https://www.facebook.com/sidrasomarroza"">Facebook</a>","<a href=""https://www.instagram.com/sidrasomarroza/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7109045394192195825"">Google</a>",,"<a href=""https://untappd.com/w/somarroza/147830"">Untappd</a>"
