ID,Year,Category,Award,Medalist,Medalist_Original,Entry,Points,Country,WID,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
361,2023,Ice Cider,🥇 Gold,Veinimäe,Veinimäe,Veinimäe Ice Cider,91.7,Estonia,3037,"<a href=""https://veinimae.ee/"">Website</a>","<a href=""https://www.facebook.com/veinimae"">Facebook</a>","<a href=""https://www.instagram.com/veinimae/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8886313303772913711"">Google</a>",,,"<a href=""https://untappd.com/w/veinimae-talu/457675"">Untappd</a>"
362,2023,Ice Cider,🥇 Gold,Hardanger Saft og Siderfabrikk,Hardanger Saft og Siderfabrikk,Issider,91.5,Norway,3010,"<a href=""https://hardangersider.no/"">Website</a>","<a href=""https://www.facebook.com/HardangerSaftogSiderfabrikk/"">Facebook</a>","<a href=""https://www.instagram.com/hardangersaftogsiderfabrikk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12869878933054305699"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7159542-d4893441"">TripAdvisor</a>","<a href=""https://untappd.com/w/hardanger-saft-og-siderfabrikk/42913"">Untappd</a>"
363,2023,Ice Cider,🥈 Silver,Cydr Chyliczki,Cydr Chyliczki,Cydr Lodowy 2018,84.1,Poland,2703,"<a href=""https://cydrchyliczki.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrchyliczki/"">Facebook</a>","<a href=""https://www.instagram.com/cydrchyliczki/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/cydr-chyliczki/271740"">Untappd</a>"
364,2023,Ice Cider,🥈 Silver,Kvestad Sideri,Kvestad Sideri,Kvestad Issider,82.1,Norway,2545,"<a href=""https://www.kvestadsideri.no/"">Website</a>","<a href=""https://www.facebook.com/kvestadsideri/"">Facebook</a>","<a href=""https://www.instagram.com/kvestadsideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16077910184660188927"">Google</a>",,,"<a href=""https://untappd.com/w/kvestad-sideri/457055"">Untappd</a>"
365,2023,Ice Cider,🥈 Silver,Store Naa Siderkompani,Store Naa Siderkompani,Issider Brudeferd,79.9,Norway,2604,"<a href=""https://www.storenaasiderkompani.com/"">Website</a>","<a href=""https://www.facebook.com/Storenaasiderkompani/"">Facebook</a>","<a href=""https://www.instagram.com/storenaasiderkompani/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15254622508133860404"">Google</a>",,,"<a href=""https://untappd.com/w/store-naa-siderkompani/442862"">Untappd</a>"
366,2023,Ice Cider,🥉 Bronze,Restauracja Tabun,Restauracja Tabun,Tabun Cydr Lodowy,78.9,Poland,2744,"<a href=""https://www.restauracjatabun.pl/"">Website</a>","<a href=""https://www.facebook.com/TABUNCYDR/"">Facebook</a>","<a href=""https://www.instagram.com/tabuncydr/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13556304642115496222"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g3222438-d2654599"">TripAdvisor</a>","<a href=""https://untappd.com/w/tabun/434136"">Untappd</a>"
367,2023,Ice Cider,🥉 Bronze,Iessel Cider,Iessel Cider,Iessel Ĳscider,78.9,Netherlands,2736,"<a href=""https://www.iesselcider.nl/"">Website</a>","<a href=""https://www.facebook.com/iesselcider/"">Facebook</a>","<a href=""https://www.instagram.com/iessel_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10819175046461159669"">Google</a>",,,"<a href=""https://untappd.com/IESSEL_Cider"">Untappd</a>"
368,2023,Ice Cider,🥉 Bronze,Nerø Frukt og Sider,Nerø Frukt og Sider,Purity,74.1,Norway,2606,"<a href=""https://www.nerofrukt.no/"">Website</a>","<a href=""https://www.facebook.com/people/NeR%C3%B8-Frukt-og-Sider/100070115946607/"">Facebook</a>","<a href=""https://www.instagram.com/nerofrukt/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2060180241711172985"">Google</a>",,,"<a href=""https://untappd.com/w/nero-frukt-og-sider/467847"">Untappd</a>"
369,2023,Ice Cider,🥉 Bronze,Eiane Gard,Eiane Gard,Elodie 2022,73.6,Norway,3008,"<a href=""https://www.eianegard.no/"">Website</a>","<a href=""https://www.facebook.com/eianegard"">Facebook</a>","<a href=""https://www.instagram.com/eianegard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13089067596466030259"">Google</a>",,,"<a href=""https://untappd.com/eianegard"">Untappd</a>"
370,2023,Fruit Wine & Perry,🏆 Winner,Böhm Ciderwerkstatt,Böhm Ciderwerkstatt,Apfel-Quitte Cider,96.9,Germany,2975,"<a href=""https://www.boehm-cider.de/"">Website</a>","<a href=""https://www.facebook.com/ciderwerkstatt/"">Facebook</a>","<a href=""https://www.instagram.com/boehm_ciderwerkstatt"">Instagram</a>","<a href=""https://maps.google.com/?cid=4561270118581123333"">Google</a>",,,
371,2023,Fruit Wine & Perry,🥇 Gold,Ainoa Winery,Ainoa Winery,Ainoa Kaste,90.9,Finland,2999,"<a href=""https://ainoawinery.com/"">Website</a>","<a href=""https://www.facebook.com/ainoawinery/"">Facebook</a>","<a href=""https://www.instagram.com/ainoawinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9038287289493115977"">Google</a>",,,"<a href=""https://untappd.com/w/ainoa/474000"">Untappd</a>"
372,2023,Fruit Wine & Perry,🥇 Gold,Hebnes Vingard,Hebnes Vingard,Honey Honey / Midtsommar,89.9,Norway,3167,"<a href=""https://www.hebnesvingard.no/"">Website</a>","<a href=""https://www.facebook.com/Hebnesvingard/"">Facebook</a>","<a href=""https://www.instagram.com/hebnes_vingard/"">Instagram</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g15243995-d24154463"">TripAdvisor</a>",
373,2023,Fruit Wine & Perry,🥈 Silver,Andersen Winery,Andersen Winery,Elmsfeuer Rhubarb Sec,86.3,Denmark,3001,"<a href=""https://andersenwinery.dk/"">Website</a>","<a href=""https://www.facebook.com/andersenwinery"">Facebook</a>","<a href=""https://www.instagram.com/andersenwinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1091487036715359602"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1699896-d20578301"">TripAdvisor</a>","<a href=""https://untappd.com/w/andersen-winery/508619"">Untappd</a>"
374,2023,Fruit Wine & Perry,🥈 Silver,Ainoa Winery,Ainoa Winery,Ainoa Sametti,85.3,Finland,2999,"<a href=""https://ainoawinery.com/"">Website</a>","<a href=""https://www.facebook.com/ainoawinery/"">Facebook</a>","<a href=""https://www.instagram.com/ainoawinery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9038287289493115977"">Google</a>",,,"<a href=""https://untappd.com/w/ainoa/474000"">Untappd</a>"
375,2023,Fruit Wine & Perry,🥈 Silver,Mūrbūdu,Mūrbūdu,"Wild Perry ""Savvaļas Bumbieris""",83.7,Latvia,2167,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
376,2023,Fruit Wine & Perry,🥈 Silver,Pirula,Pirula,Helmi,82.4,Finland,3026,"<a href=""https://www.pirula.fi/"">Website</a>","<a href=""https://www.facebook.com/pirula.fi/"">Facebook</a>","<a href=""https://www.instagram.com/pirulantila"">Instagram</a>","<a href=""https://maps.google.com/?cid=1283745269437501478"">Google</a>",,,"<a href=""https://untappd.com/w/pirula/442289"">Untappd</a>"
377,2023,Fruit Wine & Perry,🥈 Silver,Pirula,Pirula,Rose,81.1,Finland,3026,"<a href=""https://www.pirula.fi/"">Website</a>","<a href=""https://www.facebook.com/pirula.fi/"">Facebook</a>","<a href=""https://www.instagram.com/pirulantila"">Instagram</a>","<a href=""https://maps.google.com/?cid=1283745269437501478"">Google</a>",,,"<a href=""https://untappd.com/w/pirula/442289"">Untappd</a>"
378,2023,Fruit Wine & Perry,🥈 Silver,Anikonic,Anikonic,Aronia,80.1,Norway,3168,"<a href=""https://www.anikonic.no/"">Website</a>","<a href=""https://www.facebook.com/anikonicdrinks"">Facebook</a>","<a href=""https://www.instagram.com/anikonic_drinks/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/anikonic/543805"">Untappd</a>"
379,2023,Fruit Wine & Perry,🥈 Silver,Mr. Plūme,Mr. Plūme,Perry 2021,79.7,Latvia,2073,"<a href=""https://www.mrplume.lv/"">Website</a>","<a href=""https://www.facebook.com/mrplumesidrs"">Facebook</a>","<a href=""https://www.instagram.com/mrplume_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9319841841199759114"">Google</a>",,,"<a href=""https://untappd.com/w/mr-plume/332485"">Untappd</a>"
380,2023,Fruit Wine & Perry,🥉 Bronze,Sabiles Sidrs,Sabiles Sidrs,Gardener's Craft Cider Pear & Apple,77.9,Latvia,2364,"<a href=""https://www.gardeners.lv/"">Website</a>","<a href=""https://www.facebook.com/sabiles.sidrs/"">Facebook</a>","<a href=""https://www.instagram.com/sabiles.sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2950487918260459648"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2049841-d14914753"">TripAdvisor</a>","<a href=""https://untappd.com/w/sabiles-sidrs/201189"">Untappd</a>"
381,2023,Fruit Wine & Perry,🥉 Bronze,Ferme du Theil,Ferme du Theil,Poiré Signatures,76.1,France,2879,"<a href=""https://www.fermedutheil.com/"">Website</a>","<a href=""https://www.facebook.com/fermedutheil"">Facebook</a>","<a href=""https://www.instagram.com/fermedutheil/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11988918544771126641"">Google</a>",,,"<a href=""https://untappd.com/w/gaec-rouland-ferme-du-theli/138309"">Untappd</a>"
382,2023,Fruit Wine & Perry,🥉 Bronze,Bjerregaarden,Bjerregaarden,Sparkling Rhubarb,75.3,Denmark,3003,"<a href=""https://www.bjerregaarden.dk/"">Website</a>",,"<a href=""https://www.instagram.com/bjerregaarden.dk/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11442622936547961461"">Google</a>",,,
383,2023,Fruit Wine & Perry,🥉 Bronze,Elegast Cidery,Elegast Cidery,Regeneration,72.6,Netherlands,2660,"<a href=""https://elegastcider.nl/"">Website</a>","<a href=""https://www.facebook.com/elegastcidery/"">Facebook</a>","<a href=""https://www.instagram.com/elegast_cidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5936408747857287023"">Google</a>",,,"<a href=""https://untappd.com/ElegastCidery"">Untappd</a>"
384,2023,Fruit Wine & Perry,🥉 Bronze,Cydrownia Filomelos,Cydrownia Filomelos,Perry Hulaj-Gruszka,70.7,Poland,2725,"<a href=""https://www.filomelos.pl/"">Website</a>","<a href=""https://www.facebook.com/cydrfilomelos/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16799127381008481476"">Google</a>",,,"<a href=""https://untappd.com/Filomelos"">Untappd</a>"
385,2023,Open Class,🏆 Winner,Aga Sideri,Aga Sideri,Hermanshaug,91.5,Norway,2605,"<a href=""https://www.agasideri.no/"">Website</a>","<a href=""https://www.facebook.com/agasideri/"">Facebook</a>","<a href=""https://www.instagram.com/agasideri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13763004362793346500"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2347995-d18177720"">TripAdvisor</a>","<a href=""https://untappd.com/w/aga-sideri/405076"">Untappd</a>"
386,2023,Open Class,🥈 Silver,Het Hamerstuk,Het Hamerstuk,Hamerstuk Appel-Peer-Souvignier Gris,89.1,Netherlands,2723,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
387,2023,Open Class,🥈 Silver,Alde Sider,Alde Sider,Alde Svans,84.1,Norway,2546,"<a href=""https://www.aldesider.no/"">Website</a>","<a href=""https://www.facebook.com/aldesider"">Facebook</a>","<a href=""https://www.instagram.com/aldesider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7838999053969928967"">Google</a>",,,"<a href=""https://untappd.com/Alde_hardanger"">Untappd</a>"
388,2023,Open Class,🥈 Silver,Het Hamerstuk,Het Hamerstuk,Hamerstuk Appel-Peer-Johanniter,83.1,Netherlands,2723,"<a href=""https://hethamerstuk.nl/"">Website</a>","<a href=""https://www.facebook.com/HetHamerstuk/"">Facebook</a>","<a href=""https://www.instagram.com/hethamerstuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=11584128023568770529"">Google</a>",,,"<a href=""https://untappd.com/Hamerstuk"">Untappd</a>"
389,2023,Open Class,🥈 Silver,Pomologik,Pomologik,Ice Ice Baby,83,Sweden,2397,"<a href=""https://www.pomologik.se/"">Website</a>","<a href=""https://www.facebook.com/pomologik"">Facebook</a>","<a href=""https://www.instagram.com/Pomologik/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17836181822390207936"">Google</a>",,,"<a href=""https://untappd.com/Pomologik_swe"">Untappd</a>"
390,2023,Open Class,🥈 Silver,Tori Siidritalu,Tori Siidritalu,"Tori Apple Liqueur ""Ritika""",82.9,Estonia,3036,"<a href=""https://siidritalu.ee/"">Website</a>","<a href=""https://www.facebook.com/Torisiidritalu"">Facebook</a>","<a href=""https://www.instagram.com/tori_siidritalu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12573071235401057897"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3296605-d9835124"">TripAdvisor</a>","<a href=""https://untappd.com/w/tori-joesuu-siidri-ja-veinitalu/256691"">Untappd</a>"
391,2023,Open Class,🥈 Silver,Eiane Gard,Eiane Gard,Fyndig 2022,82.2,Norway,3008,"<a href=""https://www.eianegard.no/"">Website</a>","<a href=""https://www.facebook.com/eianegard"">Facebook</a>","<a href=""https://www.instagram.com/eianegard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13089067596466030259"">Google</a>",,,"<a href=""https://untappd.com/eianegard"">Untappd</a>"
392,2023,Open Class,🥈 Silver,Store Naa Siderkompani,Store Naa Siderkompani,57/2 - Kårkall,80.9,Norway,2604,"<a href=""https://www.storenaasiderkompani.com/"">Website</a>","<a href=""https://www.facebook.com/Storenaasiderkompani/"">Facebook</a>","<a href=""https://www.instagram.com/storenaasiderkompani/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15254622508133860404"">Google</a>",,,"<a href=""https://untappd.com/w/store-naa-siderkompani/442862"">Untappd</a>"
393,2023,Open Class,🥉 Bronze,Köpings Musteri,Köpings Musteri,Per Johan,75.9,Sweden,3014,"<a href=""https://kopingsmusteri.se/"">Website</a>","<a href=""https://www.facebook.com/kopingsmusteri"">Facebook</a>","<a href=""https://www.instagram.com/kopingsmusteri/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5623943899960625759"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g679646-d12595815"">TripAdvisor</a>","<a href=""https://untappd.com/KopingsMusteri"">Untappd</a>"
394,2023,Open Class,🥉 Bronze,Sidra El Gaitero,Sidra El Gaitero,Gaitero Spanish Cider 100% Apple,75.7,Spain,1314,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
395,2023,Open Class,🥉 Bronze,Le Pressoir d'Or,Le Pressoir d'Or,Cidre Fermier,75.5,France,2689,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
396,2023,Open Class,🥉 Bronze,Floribunda,Floribunda,Mele e Miele 2021,74,Italy,2029,"<a href=""https://www.floribunda.it/"">Website</a>",,"<a href=""https://www.instagram.com/floribundacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14548393953505771229"">Google</a>",,,"<a href=""https://untappd.com/w/floribunda/333615"">Untappd</a>"
397,2023,Open Class,🥉 Bronze,Mūrbūdu,Mūrbūdu,"Kokmuiža Non-Alcoholic Hopped Cider ""Jaunā Strāva""",73.3,Latvia,2167,"<a href=""https://www.nenormalssidrs.lv/"">Website</a>","<a href=""https://www.facebook.com/murbudu/"">Facebook</a>","<a href=""https://www.instagram.com/murbudu_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15847061061259139900"">Google</a>",,,"<a href=""https://untappd.com/MurbuduSidraDaritava"">Untappd</a>"
398,2023,Open Class,🥉 Bronze,Tālava,Tālava,Tālava Non-Alcoholic Apple Cider,73.3,Latvia,2142,"<a href=""https://www.talava.lv/"">Website</a>","<a href=""https://www.facebook.com/talavassidrs"">Facebook</a>","<a href=""https://www.instagram.com/talavas_sidrs/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16414834196985036378"">Google</a>",,,"<a href=""https://untappd.com/TalavasSidrs"">Untappd</a>"
