ID,Year,Class,Producer,Medalist,Product,Country,Medal,Origin,WID,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
105,2021,Modern Cider - Medium,Ramborn Cider S.A.,Ramborn Cider Co.,Rambourn Original,Luxembourg,🥈 Silver,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
106,2021,Modern Cider - Medium,Thatchers Cider,Thatchers Cider,Thatchers Cox's,England,🥉 Bronze,"Sandford, Somerset, England",1119,1,2,2,5,2013,2021,3,Active,"<a href=""https://www.thatcherscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/ThatchersCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/thatcherscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15191093037076298219"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g4412909-d11019728"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3063"">Untappd</a>"
107,2021,Modern Cider - Sweet,DÜRR Fruchtsaftkellerei & Getränkevertrieb GmbH,Dürr Fruchtsaftkellerei,Rohrspatz Cider,Germany,🥈 Silver,"Black Forest, Germany",3501,0,2,0,2,2021,2021,1,Active,"<a href=""https://www.schneewittchen-cidre.de/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063629584429"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16830182961978283044"">Google</a>",,,"<a href=""https://untappd.com/DuerrFruchtsaftkelterei"">Untappd</a>"
108,2021,Bottle Fermented Cider,Angry Orchard,Angry Orchard,Newtown Pippin Traditional Method,United States,🥇 Gold,"New York, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
109,2021,Perry,Sheppy's Cider,Sheppy's Cider,Sheppy's Vintage Perry,England,🥇 Gold,"Taunton, Somerset, England",1118,5,3,0,8,2015,2021,4,Active,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/7956"">Untappd</a>"
110,2021,Perry,DÜRR Fruchtsaftkellerei & Getränkevertrieb GmbH,Dürr Fruchtsaftkellerei,Rohrspatz,Germany,🥈 Silver,"Black Forest, Germany",3501,0,2,0,2,2021,2021,1,Active,"<a href=""https://www.schneewittchen-cidre.de/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100063629584429"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=16830182961978283044"">Google</a>",,,"<a href=""https://untappd.com/DuerrFruchtsaftkelterei"">Untappd</a>"
111,2021,Perry,Sidewood Estate,Sidewood Estate,Pear Cider,Australia,🥉 Bronze,"Oakbank, SA, Australia",1916,2,0,1,3,2019,2021,2,Active,"<a href=""https://sidewood.com.au/"">Website</a>","<a href=""https://www.facebook.com/SidewoodEstate/"">Facebook</a>","<a href=""https://www.instagram.com/sidewoodestate/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16006910239256404559"">Google</a>",,"<a href=""https://www.tripadvisor.com.au/Attraction_Review-g499710-d19238424"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidewood-estate/118552"">Untappd</a>"
112,2021,Fruit Flavoured Cider - Berries,Sidewood Estate,Sidewood Estate,Strawberry Apple Cider,Australia,🥇 Gold,"Oakbank, SA, Australia",1916,2,0,1,3,2019,2021,2,Active,"<a href=""https://sidewood.com.au/"">Website</a>","<a href=""https://www.facebook.com/SidewoodEstate/"">Facebook</a>","<a href=""https://www.instagram.com/sidewoodestate/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16006910239256404559"">Google</a>",,"<a href=""https://www.tripadvisor.com.au/Attraction_Review-g499710-d19238424"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidewood-estate/118552"">Untappd</a>"
113,2021,Fruit Flavoured Cider - Berries,Cornish Orchards,Cornish Orchards,Cornish Orchards Blush Berry Cider,England,🥈 Silver,"Westnorth Manor Farm, Cornwall, England",1137,1,1,1,3,2015,2021,2,Active,"<a href=""https://www.cornishorchards.co.uk/"">Website</a>","<a href=""https://www.facebook.com/cornishorchards/"">Facebook</a>","<a href=""https://www.instagram.com/cornishorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1088039469048966117"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1533388-d5524747"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/21076"">Untappd</a>"
114,2021,Fruit Flavoured Cider - Berries,Groupe de Courtage Omni,Groupe Geloso,Cidrerie Beaupré Bleuet,Canada,🥉 Bronze,"Laval, QC, Canada",3177,0,0,1,1,2021,2021,1,Active,"<a href=""https://groupegeloso.com/"">Website</a>","<a href=""https://www.facebook.com/groupegeloso/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=14532853692172548925"">Google</a>",,,"<a href=""https://untappd.com/w/cidre-beaupre-groupe-geloso/21487"">Untappd</a>"
115,2021,Fruit Flavoured Cider - Other Fruits & Flowers,Ramborn Cider S.A.,Ramborn Cider Co.,Ramborn Garden Elderflower,Luxembourg,🥇 Gold,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
116,2021,Cider with Botanicals,Hogan's Cider Ltd,Hogan's Cider,Hogan's Cider Hip Hop,England,🥇 Gold,"Warwickshire, England",1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
117,2021,Cider with Botanicals,Kelterei Heil OHG,Kelterei Heil,Cooper's Cider Dry Hopped,Germany,🥈 Silver,"Laubus-Eschbach, Germany",1574,0,2,0,2,2017,2021,2,Active,"<a href=""https://kelterei-heil.de/"">Website</a>","<a href=""https://www.facebook.com/keltereiheil/"">Facebook</a>","<a href=""https://www.instagram.com/keltereiheil"">Instagram</a>","<a href=""https://maps.google.com/?cid=18431477139160593371"">Google</a>",,,"<a href=""https://untappd.com/brewery/33255"">Untappd</a>"
118,2021,Rosé Cider,Redwood Cider Co,Redwood Cider Co.,Orchard Thieves,New Zealand,🥇 Gold,"Nelson, New Zealand",1147,2,0,1,3,2013,2021,3,Active,"<a href=""https://www.db.co.nz/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=6996062561310556831"">Google</a>",,,"<a href=""https://untappd.com/w/redwood-cider-co/184117"">Untappd</a>"
119,2021,Rosé Cider,Tennent Caledonian Breweries,Magners,Magners Rose Cider,Ireland,🥈 Silver,Ireland,3419,0,1,0,1,2021,2021,1,Active,"<a href=""https://magners.co.uk/"">Website</a>","<a href=""https://www.facebook.com/magnerscider"">Facebook</a>","<a href=""https://www.instagram.com/magnersuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=13030775149028298606"">Google</a>",,,"<a href=""https://untappd.com/MagnersCider"">Untappd</a>"
120,2021,Ice Cider,Ramborn Cider S.A.,Ramborn Cider Co.,Rambourn Ice Perry,Luxembourg,🥇 Gold,"Born, Luxembourg",2698,4,2,3,9,2017,2021,3,Active,"<a href=""https://www.ramborn.com/"">Website</a>","<a href=""https://www.facebook.com/RambornUS/"">Facebook</a>","<a href=""https://www.instagram.com/rambornciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16691194016355154342"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g206525-d12591209"">TripAdvisor</a>","<a href=""https://untappd.com/Ramborn"">Untappd</a>"
121,2021,No & Low Cider and Perry (0.5-2.9% ABV),Drynks Unlimited Ltd,Smashed Drynks,Smashed Cider,England,🥇 Gold,"Herefordshire, England",3505,1,0,0,1,2021,2021,1,Active,"<a href=""https://www.smasheddrynks.co.uk/"">Website</a>","<a href=""https://www.facebook.com/SmashedDrynks/"">Facebook</a>","<a href=""https://www.instagram.com/smashed_drynks/"">Instagram</a>",,,,"<a href=""https://untappd.com/DrynksUnlimited"">Untappd</a>"
122,2021,No & Low Cider and Perry (0.5-2.9% ABV),Stonewell Cider,Stonewell Cider,Stonewell Non-Alcoholic,Ireland,🥈 Silver,Ireland,1265,4,2,0,6,2019,2024,3,Active,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
123,2021,No & Low Cider and Perry (0.5-2.9% ABV),Mosterei Moehl AG,Mosterei Möhl,Moehl Easy Apple Cider,Switzerland,🥉 Bronze,"Arbon, Switzerland",3124,1,1,1,3,2019,2024,3,Active,"<a href=""https://www.moehl.ch/"">Website</a>","<a href=""https://www.facebook.com/saftvomfass/"">Facebook</a>","<a href=""https://www.instagram.com/mosterei_moehl/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2429351855518192196"">Google</a>",,,"<a href=""https://untappd.com/w/mosterei-mohl/21631"">Untappd</a>"
124,2021,Open Class,Manuel Busto Amandi S.A. (Sidra Mayador),Sidra Mayador,Natural Cider M.Busto,Spain,🥇 Gold,"Villaciosa, Asturias, Spain",1610,2,0,0,2,2017,2021,2,Active,"<a href=""http://www.mayador.com/"">Website</a>","<a href=""https://www.facebook.com/sidramayadorcider"">Facebook</a>","<a href=""https://www.instagram.com/sidramayador/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6886369759358960464"">Google</a>",,,"<a href=""https://untappd.com/SidraMayador"">Untappd</a>"
125,2021,Open Class,"Son of the Smith Co., Ltd",Son of the Smith Hard Cider,Barrel Laundering,Japan,🥈 Silver,"Nagano, Japan",1992,0,1,0,1,2021,2021,1,Active,"<a href=""https://www.hardcider.jp/"">Website</a>","<a href=""https://www.facebook.com/sonofthesmithhardcider/"">Facebook</a>","<a href=""https://www.instagram.com/sonofthesmithhardcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17747425634228385236"">Google</a>",,,"<a href=""https://untappd.com/w/son-of-the-smith-hard-cider/405424"">Untappd</a>"
126,2021,Open Class,Angry Orchard X Artifact Cider,Angry Orchard,Understood in Motion 4,United States,🥉 Bronze,"New York & Massachusetts, USA",87,4,2,5,11,2015,2021,4,Active,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>","<a href=""https://untappd.com/w/angry-orchard-cider-company/16455"">Untappd</a>"
127,2024,Tannic Cider - Dry,Bauman’s Cider Company,Bauman's Cider,Do You Fancy A Roadtrip?,United States,🥇 Gold,,118,3,3,0,6,2021,2024,2,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
128,2024,Tannic Cider - Dry,Bauman’s Cider Company,Bauman's Cider,Sauvie Island Blend,United States,🥈 Silver,,118,3,3,0,6,2021,2024,2,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
129,2024,Tannic Cider - Dry,Hogan’s Cider,Hogan's Cider,Hogan’s Dry Cider,England,🥉 Bronze,,1150,3,3,1,7,2017,2024,4,Active,"<a href=""https://www.hoganscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/HogansCider/"">Facebook</a>","<a href=""https://www.instagram.com/hoganscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=344551779062280462"">Google</a>",,,"<a href=""https://untappd.com/brewery/27309"">Untappd</a>"
130,2024,Tannic Cider - Medium,2 Towns Ciderhouse,2 Towns Ciderhouse,2022 Cidre Bouché,United States,🥇 Gold,,67,1,0,1,2,2024,2024,1,Active,"<a href=""http://www.2townsciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/2townsciderhouse"">Facebook</a>","<a href=""https://www.instagram.com/2townscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10429935694700508047"">Google</a>","<a href=""https://www.yelp.com/biz/2-towns-ciderhouse-corvallis"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51817-d3417221"">TripAdvisor</a>","<a href=""https://untappd.com/w/2-towns-ciderhouse/12975"">Untappd</a>"
131,2024,Tannic Cider - Medium,Bauman’s Cider Company,Bauman's Cider,Little Green Apples,United States,🥈 Silver,,118,3,3,0,6,2021,2024,2,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
132,2024,Tannic Cider - Medium,2 Towns Ciderhouse,2 Towns Ciderhouse,Kingston Black Single Varietal,United States,🥉 Bronze,,67,1,0,1,2,2024,2024,1,Active,"<a href=""http://www.2townsciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/2townsciderhouse"">Facebook</a>","<a href=""https://www.instagram.com/2townscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10429935694700508047"">Google</a>","<a href=""https://www.yelp.com/biz/2-towns-ciderhouse-corvallis"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51817-d3417221"">TripAdvisor</a>","<a href=""https://untappd.com/w/2-towns-ciderhouse/12975"">Untappd</a>"
133,2024,Tannic Cider - Sweet,Dunkertons Organic Cider,Dunkertons Cider and Perry,Vintage Organic Cider,England,🥇 Gold,,1133,1,0,0,1,2024,2024,1,Active,"<a href=""https://www.dunkertonscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/dunkertonsorganiccider/"">Facebook</a>","<a href=""https://www.instagram.com/dunkertonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719921113153419800"">Google</a>",,,"<a href=""https://untappd.com/brewery/12988"">Untappd</a>"
134,2024,Modern Cider - Dry,Bauman’s Cider Company,Bauman's Cider,Authentic Cider,United States,🥇 Gold,,118,3,3,0,6,2021,2024,2,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
135,2024,Modern Cider - Dry,Alde,Alde Sider,Alde Sider,Norway,🥈 Silver,,2546,1,1,0,2,2024,2024,1,Active,"<a href=""https://www.aldesider.no/"">Website</a>","<a href=""https://www.facebook.com/aldesider"">Facebook</a>","<a href=""https://www.instagram.com/aldesider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7838999053969928967"">Google</a>",,,"<a href=""https://untappd.com/Alde_hardanger"">Untappd</a>"
136,2024,Modern Cider - Medium,"Valle, Ballina y Fernandez",Sidra El Gaitero,Sidra El Gaitero Etiqueta Negra,Spain,🥇 Gold,,1314,1,1,0,2,2024,2024,1,Active,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
137,2024,Modern Cider - Medium,Portland Cider Company,Portland Cider Company,English Pub,United States,🥈 Silver,,490,1,1,0,2,2024,2024,1,Active,"<a href=""http://portlandcider.com/"">Website</a>","<a href=""https://www.facebook.com/portlandcider"">Facebook</a>","<a href=""https://www.instagram.com/portlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5897814277091816079"">Google</a>","<a href=""https://www.yelp.com/biz/portland-cider-company-clackamas"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793"">TripAdvisor</a>","<a href=""https://untappd.com/w/portland-cider-company/56260"">Untappd</a>"
138,2024,Modern Cider - Medium,Stassen Cidrerie,Cidrerie Stassen,Stassen Cidre Brut,Belgium,🥉 Bronze,,3125,0,1,2,3,2024,2024,1,Active,"<a href=""https://www.cidreriestassen.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=3414465612960585932"">Google</a>",,,"<a href=""https://untappd.com/w/stassen-vin-cie/12274"">Untappd</a>"
139,2024,Modern Cider ‐ Sweet,Portland Cider Company,Portland Cider Company,Original Gold,United States,🥇 Gold,,490,1,1,0,2,2024,2024,1,Active,"<a href=""http://portlandcider.com/"">Website</a>","<a href=""https://www.facebook.com/portlandcider"">Facebook</a>","<a href=""https://www.instagram.com/portlandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5897814277091816079"">Google</a>","<a href=""https://www.yelp.com/biz/portland-cider-company-clackamas"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793"">TripAdvisor</a>","<a href=""https://untappd.com/w/portland-cider-company/56260"">Untappd</a>"
140,2024,Modern Cider ‐ Sweet,Stonewell Cider,Stonewell Cider,Stonewell Medium Dry,Ireland,🥈 Silver,,1265,4,2,0,6,2019,2024,3,Active,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
141,2024,Spanish Style Cider,Brooklyn Cider House,Brooklyn Cider House,Solstice,United States,🥈 Silver,,165,0,1,0,1,2024,2024,1,Active,"<a href=""http://brooklynciderhouse.com/"">Website</a>",,"<a href=""https://www.instagram.com/brooklynciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3244654366527486527"">Google</a>",,,"<a href=""https://untappd.com/w/brooklyn-cider-house/234267"">Untappd</a>"
142,2024,Perry,Newton Court Cider,Newton Court Cider,Panting Partridge,England,🥉 Bronze,,1882,0,0,1,1,2024,2024,1,Active,"<a href=""https://www.newtoncourtcider.com/"">Website</a>","<a href=""https://www.facebook.com/newtonscider/"">Facebook</a>","<a href=""https://www.instagram.com/newtoncourtcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16599711403513185285"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1936778-d7940383"">TripAdvisor</a>","<a href=""https://untappd.com/NewtonCourtCidery"">Untappd</a>"
143,2024,Cider with Berries,Black Apple Hard Cider,Black Apple Hard Cider,Black Apple - Blackberry,United States,🥇 Gold,,133,1,0,0,1,2024,2024,1,Active,"<a href=""https://www.blackapplehardcider.com/"">Website</a>","<a href=""https://www.facebook.com/blackapplecrossing/"">Facebook</a>","<a href=""https://www.instagram.com/blackapplehardcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5449257929643515916"">Google</a>","<a href=""https://www.yelp.com/biz/black-apple-crossing-springdale"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g31931-d8814858"">TripAdvisor</a>","<a href=""https://untappd.com/w/black-apple-crossing/211057"">Untappd</a>"
144,2024,Cider with Berries,Pembrokeshire Cider,The Pembrokeshire Cider Co.,Mixed Berry Apple Cider,Wales,🥈 Silver,,2527,0,1,0,1,2024,2024,1,Active,"<a href=""https://pembrokeshirecider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/PembrokeshireCider"">Facebook</a>","<a href=""https://www.instagram.com/pembrokeshirecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7076376665804890949"">Google</a>",,,"<a href=""https://untappd.com/w/the-pembrokeshire-cider-co/356892"">Untappd</a>"
145,2024,Cider with Other Fruits & Flowers,Stonewell Cider,Stonewell Cider,Rós,Ireland,🥇 Gold,,1265,4,2,0,6,2019,2024,3,Active,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,,"<a href=""https://untappd.com/Nohoval_Drinks_Company_Ltd"">Untappd</a>"
146,2024,Cider with Other Fruits & Flowers,"Valle, Ballina y Fernandez",Sidra El Gaitero,Gaitero Spanish Cider with Red Grape,Spain,🥈 Silver,,1314,1,1,0,2,2024,2024,1,Active,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/4266"">Untappd</a>"
147,2024,Cider with Other Fruits & Flowers,Stormalong Cider,Stormalong Cider,Red Skies at Night,United States,🥉 Bronze,,600,0,1,1,2,2024,2024,1,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
148,2024,Cider with Botanicals,OmCider,OmCider,ODEL,Norway,🥇 Gold,,2753,1,0,0,1,2024,2024,1,Active,"<a href=""https://omcider.no/"">Website</a>","<a href=""https://www.facebook.com/OmCiderAS/"">Facebook</a>","<a href=""https://www.instagram.com/omcideras/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1800091822223931241"">Google</a>",,,"<a href=""https://untappd.com/w/omcider/492586"">Untappd</a>"
149,2024,Cider with Botanicals,Stormalong Cider,Stormalong Cider,White Mountain Magic,United States,🥈 Silver,,600,0,1,1,2,2024,2024,1,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
150,2024,Rosé Cider,Alde,Alde Sider,Alde Rosé Sider,Norway,🥇 Gold,,2546,1,1,0,2,2024,2024,1,Active,"<a href=""https://www.aldesider.no/"">Website</a>","<a href=""https://www.facebook.com/aldesider"">Facebook</a>","<a href=""https://www.instagram.com/aldesider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7838999053969928967"">Google</a>",,,"<a href=""https://untappd.com/Alde_hardanger"">Untappd</a>"
151,2024,Rosé Cider,Bauman’s Cider Company,Bauman's Cider,Mountain Rose SV,United States,🥈 Silver,,118,3,3,0,6,2021,2024,2,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
152,2024,Rosé Cider,Stassen Cidrerie,Cidrerie Stassen,Strongbow Rosé Apple,Belgium,🥉 Bronze,,3125,0,1,2,3,2024,2024,1,Active,"<a href=""https://www.cidreriestassen.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=3414465612960585932"">Google</a>",,,"<a href=""https://untappd.com/w/stassen-vin-cie/12274"">Untappd</a>"
153,2024,Ice Cider,Lepola Drinks,Lepola Drinks,Vega Ice Cider,Finland,🥇 Gold,,3015,1,0,0,1,2024,2024,1,Active,"<a href=""https://lepoladrinks.fi/"">Website</a>","<a href=""https://www.facebook.com/lepoladrinks/"">Facebook</a>","<a href=""https://www.instagram.com/lepola_drinks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10912023971262858580"">Google</a>",,,"<a href=""https://untappd.com/w/lepola/401095"">Untappd</a>"
154,2024,Low & No Cider and Perry,Cotswold Cider Company,Cotswold Cider Company,Phantom of the Orchard Lo-Alc 1% Cider,England,🥇 Gold,,1349,1,1,0,2,2019,2024,2,Active,"<a href=""https://www.cotswoldciderco.com/"">Website</a>","<a href=""https://www.facebook.com/CotswoldCiderCompany"">Facebook</a>","<a href=""https://www.instagram.com/cotswoldciderco/"">Instagram</a>",,,,"<a href=""https://untappd.com/TheCotswoldCiderCompany"">Untappd</a>"
